지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,습도(%),습도 QC플래그
108,서울,2025-08-13 01:00,26.8,,,,2.3,,72,
108,서울,2025-08-13 02:00,26.7,,0,,2.2,,73,
108,서울,2025-08-13 03:00,26.4,,,9,1.4,,74,
108,서울,2025-08-13 04:00,26.4,,,9,1.8,,75,
108,서울,2025-08-13 05:00,26.1,,0,,3.2,,81,
108,서울,2025-08-13 06:00,24.6,,22.9,,2,,94,
108,서울,2025-08-13 07:00,24.3,,20.1,,2.5,,95,
108,서울,2025-08-13 08:00,24,,7.1,,3.8,,95,
108,서울,2025-08-13 09:00,23.4,,8.2,,3.5,,96,
108,서울,2025-08-13 10:00,22.7,,8.9,,3.8,,96,
108,서울,2025-08-13 11:00,22,,9.3,,2.8,,96,
108,서울,2025-08-13 12:00,23.3,,30,,3.7,,99,
108,서울,2025-08-13 13:00,23.7,,5.6,,1.6,,98,
108,서울,2025-08-13 14:00,26.6,,0,,5.2,,92,
108,서울,2025-08-13 15:00,26.7,,0,,3,,94,
108,서울,2025-08-13 16:00,26.7,,.5,,3.8,,92,
108,서울,2025-08-13 17:00,26.8,,.4,,2.1,,91,
108,서울,2025-08-13 18:00,26.8,,3,,2.8,,94,
108,서울,2025-08-13 19:00,26.2,,9.6,,4.7,,94,
108,서울,2025-08-13 20:00,24.7,,1.1,,2.1,,90,
108,서울,2025-08-13 21:00,24.5,,,9,.9,,90,
108,서울,2025-08-13 22:00,24.5,,0,,1.8,,92,
108,서울,2025-08-13 23:00,24.6,,0,,1.4,,92,
108,서울,2025-08-14 00:00,24.8,,,9,1.1,,93,
108,서울,2025-08-14 01:00,24.9,,.2,,1.1,,94,
108,서울,2025-08-14 02:00,25,,3.9,,4.4,,97,
108,서울,2025-08-14 03:00,24.7,,5.8,,4,,97,
108,서울,2025-08-14 04:00,24.4,,2.1,,2.6,,95,
108,서울,2025-08-14 05:00,24.3,,3.8,,3.2,,97,
108,서울,2025-08-14 06:00,24.4,,1,,1.7,,97,
108,서울,2025-08-14 07:00,24.5,,5,,2.3,,98,
108,서울,2025-08-14 08:00,24.3,,24.4,,1.8,,98,
108,서울,2025-08-14 09:00,24.8,,1.3,,3.1,,95,
108,서울,2025-08-14 10:00,25,,.1,,1.8,,95,
108,서울,2025-08-14 11:00,25,,.1,,2,,95,
108,서울,2025-08-14 12:00,25.3,,0,,3,,94,
108,서울,2025-08-14 13:00,26,,,9,2.2,,91,
108,서울,2025-08-14 14:00,26.6,,,9,2.4,,88,
108,서울,2025-08-14 15:00,26.4,,0,,2.2,,90,
108,서울,2025-08-14 16:00,26.5,,.1,,2.4,,88,
108,서울,2025-08-14 17:00,26.9,,,9,1.8,,85,
108,서울,2025-08-14 18:00,26.8,,,9,1.6,,82,
108,서울,2025-08-14 19:00,26.4,,,9,1.8,,83,
108,서울,2025-08-14 20:00,26,,,9,1.4,,84,
108,서울,2025-08-14 21:00,25.8,,,9,1.3,,86,
108,서울,2025-08-14 22:00,25.6,,,9,1.4,,88,
108,서울,2025-08-14 23:00,25.5,,,9,1.7,,87,
108,서울,2025-08-15 00:00,25.5,,,9,1.7,,88,
108,서울,2025-08-15 01:00,25.6,,,,1.4,,88,
108,서울,2025-08-15 02:00,25.2,,,,.8,,90,
108,서울,2025-08-15 03:00,25,,,,.7,,90,
108,서울,2025-08-15 04:00,24.7,,,,.8,,91,
108,서울,2025-08-15 05:00,24.5,,,,1.4,,92,
108,서울,2025-08-15 06:00,24.4,,,,1,,93,
108,서울,2025-08-15 07:00,24.7,,,,1.2,,93,
108,서울,2025-08-15 08:00,25.4,,,,1.9,,93,
108,서울,2025-08-15 09:00,27,,,,2,,85,
108,서울,2025-08-15 10:00,28.8,,,,1.3,,80,
108,서울,2025-08-15 11:00,28.3,,0,,1.8,,76,
108,서울,2025-08-15 12:00,27.2,,0,,1.9,,87,
108,서울,2025-08-15 13:00,27.4,,0,,1.6,,84,
108,서울,2025-08-15 14:00,27.8,,0,,2.9,,83,
108,서울,2025-08-15 15:00,29.4,,0,,2.5,,74,
108,서울,2025-08-15 16:00,30.9,,,9,1.6,,71,
108,서울,2025-08-15 17:00,30.5,,,9,2.5,,71,
108,서울,2025-08-15 18:00,29.7,,,9,2.1,,73,
108,서울,2025-08-15 19:00,29.2,,,9,2.4,,76,
108,서울,2025-08-15 20:00,28.1,,,9,2.3,,80,
108,서울,2025-08-15 21:00,27.5,,,9,3.1,,84,
108,서울,2025-08-15 22:00,26.9,,,9,2.9,,85,
108,서울,2025-08-15 23:00,26.5,,,9,2.1,,88,
108,서울,2025-08-16 00:00,26.4,,,9,.6,,88,
108,서울,2025-08-16 01:00,26.1,,,,1.3,,90,
108,서울,2025-08-16 02:00,26,,,,1.5,,90,
108,서울,2025-08-16 03:00,25.8,,,,.5,,90,
108,서울,2025-08-16 04:00,25.6,,,,.5,,91,
108,서울,2025-08-16 05:00,25.6,,,,.3,,91,
108,서울,2025-08-16 06:00,25.8,,,,.8,,91,
108,서울,2025-08-16 07:00,26,,,,1.3,,91,
108,서울,2025-08-16 08:00,26.5,,,,1.6,,89,
108,서울,2025-08-16 09:00,27.4,,,,1.9,,84,
108,서울,2025-08-16 10:00,28.3,,,,2,,79,
108,서울,2025-08-16 11:00,30,,,,3.8,,71,
108,서울,2025-08-16 12:00,30.7,,,,4,,65,
108,서울,2025-08-16 13:00,30.1,,,,4,,65,
108,서울,2025-08-16 14:00,31.7,,,,3.7,,63,
108,서울,2025-08-16 15:00,31.4,,,,4.4,,59,
108,서울,2025-08-16 16:00,31.2,,,,3.8,,63,
108,서울,2025-08-16 17:00,30.5,,,,3,,63,
108,서울,2025-08-16 18:00,30.2,,,,3.7,,64,
108,서울,2025-08-16 19:00,29.4,,,,3,,64,
108,서울,2025-08-16 20:00,28.3,,,,1.9,,70,
108,서울,2025-08-16 21:00,27.8,,,,2.2,,73,
108,서울,2025-08-16 22:00,27.2,,,,2.3,,79,
108,서울,2025-08-16 23:00,26.9,,,,2.2,,80,
108,서울,2025-08-17 00:00,26.5,,,,2,,82,
108,서울,2025-08-17 01:00,26.4,,,,.9,,83,
108,서울,2025-08-17 02:00,26.3,,,,2.4,,85,
108,서울,2025-08-17 03:00,26.2,,,,2.5,,86,
108,서울,2025-08-17 04:00,26.1,,,,1.5,,87,
108,서울,2025-08-17 05:00,26.2,,,,1.6,,87,
108,서울,2025-08-17 06:00,26.2,,,,2.2,,88,
108,서울,2025-08-17 07:00,26.4,,,,1.7,,88,
108,서울,2025-08-17 08:00,26.6,,,,2.3,,87,
108,서울,2025-08-17 09:00,27.3,,,,2.8,,84,
108,서울,2025-08-17 10:00,28.4,,,,2.4,,78,
108,서울,2025-08-17 11:00,29.2,,,,3.5,,72,
108,서울,2025-08-17 12:00,30.7,,,,2.9,,67,
108,서울,2025-08-17 13:00,31.3,,,,2.3,,64,
108,서울,2025-08-17 14:00,31.9,,,,3.5,,58,
108,서울,2025-08-17 15:00,31.1,,,,2.7,,60,
108,서울,2025-08-17 16:00,31,,,,2.9,,63,
108,서울,2025-08-17 17:00,30.9,,,,2.6,,63,
108,서울,2025-08-17 18:00,30.1,,,,2.9,,68,
108,서울,2025-08-17 19:00,29.5,,,,2.1,,70,
108,서울,2025-08-17 20:00,28.6,,,,2.3,,72,
108,서울,2025-08-17 21:00,28.1,,,,1.1,,77,
108,서울,2025-08-17 22:00,28,,,,1,,78,
108,서울,2025-08-17 23:00,27.9,,,,1.9,,78,
108,서울,2025-08-18 00:00,27.7,,,,1.7,,80,
108,서울,2025-08-18 01:00,27.6,,,,.5,,79,
108,서울,2025-08-18 02:00,27.6,,0,,2,,82,
108,서울,2025-08-18 03:00,27.4,,0,,1.5,,83,
108,서울,2025-08-18 04:00,27.3,,0,,1.6,,85,
108,서울,2025-08-18 05:00,27.2,,.2,,1.5,,86,
108,서울,2025-08-18 06:00,27,,,9,2.4,,86,
108,서울,2025-08-18 07:00,27.1,,,9,2.5,,84,
108,서울,2025-08-18 08:00,27.4,,,9,2.3,,83,
108,서울,2025-08-18 09:00,27.9,,,9,2.3,,81,
108,서울,2025-08-18 10:00,29.3,,,9,2.6,,76,
108,서울,2025-08-18 11:00,30.3,,,9,3.5,,71,
108,서울,2025-08-18 12:00,31.1,,,9,3.3,,65,
108,서울,2025-08-18 13:00,32.3,,,9,3.5,,63,
108,서울,2025-08-18 14:00,32.3,,,9,4.6,,58,
108,서울,2025-08-18 15:00,32.6,,,9,4.6,,56,
108,서울,2025-08-18 16:00,32.1,,,9,3.1,,58,
108,서울,2025-08-18 17:00,31.3,,,9,4.5,,56,
108,서울,2025-08-18 18:00,30.1,,,9,4.3,,62,
108,서울,2025-08-18 19:00,29.3,,0,,5,,71,
108,서울,2025-08-18 20:00,28.2,,0,,3.5,,79,
108,서울,2025-08-18 21:00,27.8,,.2,,3.9,,86,
108,서울,2025-08-18 22:00,27.5,,1.1,,3,,88,
108,서울,2025-08-18 23:00,27.3,,.5,,3.2,,90,
108,서울,2025-08-19 00:00,27.2,,.2,,1.9,,86,
108,서울,2025-08-19 01:00,27.2,,,,1.6,,87,
108,서울,2025-08-19 02:00,27.3,,,,2,,86,
108,서울,2025-08-19 03:00,27.2,,,,2.8,,87,
108,서울,2025-08-19 04:00,27.1,,,,2.1,,88,
108,서울,2025-08-19 05:00,27,,,,2.2,,87,
108,서울,2025-08-19 06:00,26.9,,,,2.2,,89,
108,서울,2025-08-19 07:00,27,,,,2.3,,89,
108,서울,2025-08-19 08:00,27.6,,,,3.2,,87,
108,서울,2025-08-19 09:00,28.6,,,,3.3,,81,
108,서울,2025-08-19 10:00,29.7,,,,3.6,,73,
108,서울,2025-08-19 11:00,30.5,,,,3.5,,71,
108,서울,2025-08-19 12:00,30.9,,,,4.7,,68,
108,서울,2025-08-19 13:00,31.2,,,,4.3,,65,
108,서울,2025-08-19 14:00,31.5,,,,3.7,,63,
108,서울,2025-08-19 15:00,32.1,,,,4.9,,59,
108,서울,2025-08-19 16:00,31.3,,,,4.6,,67,
108,서울,2025-08-19 17:00,31.2,,,,4.1,,63,
108,서울,2025-08-19 18:00,30.8,,,,2.7,,65,
108,서울,2025-08-19 19:00,29.7,,,,4.5,,67,
108,서울,2025-08-19 20:00,29,,,,4.1,,71,
108,서울,2025-08-19 21:00,28.6,,,,2.2,,74,
108,서울,2025-08-19 22:00,28.4,,,,2.4,,76,
108,서울,2025-08-19 23:00,28.3,,,,2.7,,80,
108,서울,2025-08-20 00:00,28,,,,2.4,,79,
108,서울,2025-08-20 01:00,27.9,,,,2.5,,83,
108,서울,2025-08-20 02:00,27.7,,0,,3.6,,84,
108,서울,2025-08-20 03:00,27.6,,,9,2.1,,84,
108,서울,2025-08-20 04:00,27.4,,,9,2.1,,85,
108,서울,2025-08-20 05:00,27.2,,,9,1.4,,85,
108,서울,2025-08-20 06:00,27,,0,,3.2,,85,
108,서울,2025-08-20 07:00,27,,,9,2.1,,85,
108,서울,2025-08-20 08:00,27.7,,,9,3.2,,82,
108,서울,2025-08-20 09:00,28.7,,,9,2.6,,78,
108,서울,2025-08-20 10:00,29.7,,,9,3,,74,
108,서울,2025-08-20 11:00,30.5,,,9,2.9,,69,
108,서울,2025-08-20 12:00,31.4,,,9,2.7,,67,
108,서울,2025-08-20 13:00,31.6,,,9,3.6,,63,
108,서울,2025-08-20 14:00,32.2,,,9,3.4,,59,
108,서울,2025-08-20 15:00,32.7,,,9,2.4,,59,
108,서울,2025-08-20 16:00,32.1,,,9,2.8,,59,
108,서울,2025-08-20 17:00,31.6,,,9,2.9,,61,
108,서울,2025-08-20 18:00,30.5,,,9,3.3,,67,
108,서울,2025-08-20 19:00,29.7,,,9,2.4,,71,
108,서울,2025-08-20 20:00,29.2,,,9,2.7,,73,
108,서울,2025-08-20 21:00,28.8,,,9,2.4,,77,
108,서울,2025-08-20 22:00,28.4,,,9,1.4,,78,
108,서울,2025-08-20 23:00,28.4,,,9,1.8,,79,
108,서울,2025-08-21 00:00,28.2,,,9,1,,79,
108,서울,2025-08-21 01:00,28.2,,,,1.9,,80,
108,서울,2025-08-21 02:00,28.1,,,,1.6,,81,
108,서울,2025-08-21 03:00,27.9,,,,1.5,,83,
108,서울,2025-08-21 04:00,27.7,,,,2.1,,85,
108,서울,2025-08-21 05:00,27.5,,,,2,,84,
108,서울,2025-08-21 06:00,27.4,,,,1.8,,86,
108,서울,2025-08-21 07:00,27.6,,,,1.9,,85,
108,서울,2025-08-21 08:00,28,,,,2.2,,83,
108,서울,2025-08-21 09:00,29,,,,2.4,,77,
108,서울,2025-08-21 10:00,30,,,,1.8,,73,
108,서울,2025-08-21 11:00,31.2,,,,2,,70,
108,서울,2025-08-21 12:00,32.2,,,,3,,63,
108,서울,2025-08-21 13:00,33.4,,,,3.3,,59,
108,서울,2025-08-21 14:00,34.2,,,,2.5,,54,
108,서울,2025-08-21 15:00,33.3,,,,3.2,,56,
108,서울,2025-08-21 16:00,33.8,,,,3.6,,52,
108,서울,2025-08-21 17:00,33,,,,3.9,,60,
108,서울,2025-08-21 18:00,31.8,,,,3.2,,62,
108,서울,2025-08-21 19:00,30.4,,,,3.4,,66,
108,서울,2025-08-21 20:00,29.4,,,,2.1,,67,
108,서울,2025-08-21 21:00,29,,,,1.2,,65,
108,서울,2025-08-21 22:00,28.6,,,,1.1,,69,
108,서울,2025-08-21 23:00,28.2,,,,1,,72,
108,서울,2025-08-22 00:00,27.7,,,,1.5,,73,
108,서울,2025-08-22 01:00,27.3,,,,1.3,,75,
108,서울,2025-08-22 02:00,27,,,,1.1,,76,
108,서울,2025-08-22 03:00,26.7,,,,.8,,79,
108,서울,2025-08-22 04:00,26.5,,,,1.4,,82,
108,서울,2025-08-22 05:00,26.3,,,,.5,,81,
108,서울,2025-08-22 06:00,26.3,,,,.6,,87,
108,서울,2025-08-22 07:00,26.4,,,,.9,,87,
108,서울,2025-08-22 08:00,27.7,,,,2.4,,80,
108,서울,2025-08-22 09:00,28.4,,,,2,,79,
108,서울,2025-08-22 10:00,29.7,,,,2.2,,69,
108,서울,2025-08-22 11:00,31.5,,,,2.3,,63,
108,서울,2025-08-22 12:00,32.2,,,,2.6,,59,
108,서울,2025-08-22 13:00,32.5,,,,3.1,,55,
108,서울,2025-08-22 14:00,33,,,,3.3,,56,
108,서울,2025-08-22 15:00,33.4,,,,3.2,,52,
108,서울,2025-08-22 16:00,33.4,,,,3.7,,49,
108,서울,2025-08-22 17:00,33.1,,,,2.9,,53,
108,서울,2025-08-22 18:00,31.8,,,,3.3,,61,
108,서울,2025-08-22 19:00,30.2,,,,3.1,,67,
108,서울,2025-08-22 20:00,29.1,,,,3.1,,73,
108,서울,2025-08-22 21:00,28.6,,,,1.7,,76,
108,서울,2025-08-22 22:00,28.3,,,,2.1,,76,
108,서울,2025-08-22 23:00,28.1,,,,1.9,,79,
108,서울,2025-08-23 00:00,28,,,,1.4,,79,
108,서울,2025-08-23 01:00,27.9,,,,1.6,,80,
108,서울,2025-08-23 02:00,27.9,,,,1.3,,82,
108,서울,2025-08-23 03:00,27.7,,,,1.4,,82,
108,서울,2025-08-23 04:00,27.6,,,,1.3,,82,
108,서울,2025-08-23 05:00,27.4,,,,.9,,83,
108,서울,2025-08-23 06:00,27.4,,,,1.5,,84,
108,서울,2025-08-23 07:00,27.5,,,,2.2,,84,
108,서울,2025-08-23 08:00,27.9,,,,1,,83,
108,서울,2025-08-23 09:00,28.9,,,,2,,79,
108,서울,2025-08-23 10:00,30,,,,.9,,74,
108,서울,2025-08-23 11:00,30.7,,,,3.6,,71,
108,서울,2025-08-23 12:00,31,,,,2.4,,68,
108,서울,2025-08-23 13:00,30.5,,,,2.4,,71,
108,서울,2025-08-23 14:00,30.3,,,,2,,72,
108,서울,2025-08-23 15:00,30.4,,,,2.6,,72,
108,서울,2025-08-23 16:00,31.6,,,,2.3,,70,
108,서울,2025-08-23 17:00,31.8,,,,1.7,,67,
108,서울,2025-08-23 18:00,31.7,,,,1.4,,67,
108,서울,2025-08-23 19:00,30.7,,,,2.3,,70,
108,서울,2025-08-23 20:00,29.7,,,,2.4,,72,
108,서울,2025-08-23 21:00,29,,,,2.2,,70,
108,서울,2025-08-23 22:00,28.7,,,,1.3,,75,
108,서울,2025-08-23 23:00,28.5,,,,1.1,,76,
108,서울,2025-08-24 00:00,28.2,,,,.6,,77,
108,서울,2025-08-24 01:00,27.7,,,,1.6,,79,
108,서울,2025-08-24 02:00,27.4,,,,.9,,79,
108,서울,2025-08-24 03:00,27.3,,,,1.6,,81,
108,서울,2025-08-24 04:00,27.1,,,,.5,,81,
108,서울,2025-08-24 05:00,26.9,,,,1.5,,83,
108,서울,2025-08-24 06:00,27.1,,,,.6,,84,
108,서울,2025-08-24 07:00,27.2,,,,.7,,85,
108,서울,2025-08-24 08:00,28,,,,1.3,,84,
108,서울,2025-08-24 09:00,28.6,,,,1.1,,81,
108,서울,2025-08-24 10:00,29.3,,,,1.8,,77,
108,서울,2025-08-24 11:00,30.7,,,,2.3,,67,
108,서울,2025-08-24 12:00,32.6,,,,1.5,,61,
108,서울,2025-08-24 13:00,32.9,,,,2.1,,61,
108,서울,2025-08-24 14:00,33.7,,,,2.8,,54,
108,서울,2025-08-24 15:00,34.5,,,,2.9,,50,
108,서울,2025-08-24 16:00,34,,,,2,,49,
108,서울,2025-08-24 17:00,34,,,,2.6,,49,
108,서울,2025-08-24 18:00,33.1,,,,3,,57,
108,서울,2025-08-24 19:00,31.5,,,,2.5,,62,
108,서울,2025-08-24 20:00,30.5,,,,2.2,,66,
108,서울,2025-08-24 21:00,30,,,,2.1,,68,
108,서울,2025-08-24 22:00,29.6,,,,.6,,68,
108,서울,2025-08-24 23:00,29,,,,1.4,,71,
108,서울,2025-08-25 00:00,28.7,,,,1.2,,73,
108,서울,2025-08-25 01:00,28.6,,,,1.8,,74,
108,서울,2025-08-25 02:00,28.5,,,,1.8,,76,
108,서울,2025-08-25 03:00,28.3,,,,2.8,,78,
108,서울,2025-08-25 04:00,28,,,,.9,,79,
108,서울,2025-08-25 05:00,27.5,,,,1,,82,
108,서울,2025-08-25 06:00,27.5,,,,1.9,,83,
108,서울,2025-08-25 07:00,27.8,,,,1.9,,81,
108,서울,2025-08-25 08:00,28.6,,,,1.8,,77,
108,서울,2025-08-25 09:00,26.7,,0,,2.6,,84,
108,서울,2025-08-25 10:00,26.7,,13.9,,1.6,,93,
108,서울,2025-08-25 11:00,27.9,,.4,,1.4,,92,
108,서울,2025-08-25 12:00,28.8,,.4,,1.1,,88,
108,서울,2025-08-25 13:00,30.2,,0,,3.1,,74,
108,서울,2025-08-25 14:00,32,,0,,3.3,,67,
108,서울,2025-08-25 15:00,31.4,,0,,3.5,,69,
108,서울,2025-08-25 16:00,31.7,,,9,3,,67,
108,서울,2025-08-25 17:00,31.8,,0,,4,,64,
108,서울,2025-08-25 18:00,30,,1,,4.3,,76,
108,서울,2025-08-25 19:00,29.6,,0,,4.2,,76,
108,서울,2025-08-25 20:00,28.8,,.4,,3.5,,81,
108,서울,2025-08-25 21:00,29.1,,,9,4.2,,80,
108,서울,2025-08-25 22:00,28.9,,0,,3.7,,81,
108,서울,2025-08-25 23:00,28.6,,1,,3.9,,83,
108,서울,2025-08-26 00:00,28,,0,,2.7,,87,
108,서울,2025-08-26 01:00,27.6,,0,,2.8,,88,
108,서울,2025-08-26 02:00,27.3,,0,,1.7,,88,
108,서울,2025-08-26 03:00,26.8,,.7,,2.2,,90,
108,서울,2025-08-26 04:00,26.4,,.4,,3.5,,90,
108,서울,2025-08-26 05:00,25.7,,2.2,,2.9,,93,
108,서울,2025-08-26 06:00,25.6,,1.1,,3,,95,
108,서울,2025-08-26 07:00,25.5,,.7,,2.7,,96,
108,서울,2025-08-26 08:00,25.6,,.3,,2.7,,94,
108,서울,2025-08-26 09:00,25.9,,0,,2.7,,94,
108,서울,2025-08-26 10:00,26.4,,0,,2.5,,91,
108,서울,2025-08-26 11:00,27.5,,0,,2.4,,87,
108,서울,2025-08-26 12:00,28.3,,0,,3.1,,80,
108,서울,2025-08-26 13:00,29.3,,,9,3.6,,66,
108,서울,2025-08-26 14:00,30.3,,,9,4.2,,62,
108,서울,2025-08-26 15:00,31.2,,,9,3,,62,
108,서울,2025-08-26 16:00,31.3,,,9,3.7,,61,
108,서울,2025-08-26 17:00,30.9,,,9,3.8,,64,
108,서울,2025-08-26 18:00,29.8,,,9,4.3,,70,
108,서울,2025-08-26 19:00,28.5,,,9,3.8,,74,
108,서울,2025-08-26 20:00,27.7,,,9,2.3,,76,
108,서울,2025-08-26 21:00,27,,,9,3.1,,78,
108,서울,2025-08-26 22:00,26.8,,,9,1.3,,77,
108,서울,2025-08-26 23:00,26.4,,,9,1.5,,82,
108,서울,2025-08-27 00:00,25.9,,,9,1.2,,85,
108,서울,2025-08-27 01:00,25.5,,,,.6,,85,
108,서울,2025-08-27 02:00,25.1,,,,1,,86,
108,서울,2025-08-27 03:00,24.8,,,,1.1,,88,
108,서울,2025-08-27 04:00,24.7,,,,.9,,88,
108,서울,2025-08-27 05:00,24.3,,,,1.5,,89,
108,서울,2025-08-27 06:00,23.9,,,,1,,88,
108,서울,2025-08-27 07:00,23.6,,,,1.3,,89,
108,서울,2025-08-27 08:00,25,,,,2.1,,87,
108,서울,2025-08-27 09:00,25.8,,,,2.2,,83,
108,서울,2025-08-27 10:00,26.1,,,,2,,80,
108,서울,2025-08-27 11:00,26.8,,,,2.6,,74,
108,서울,2025-08-27 12:00,27.7,,,,2.3,,68,
108,서울,2025-08-27 13:00,28.7,,,,2.1,,62,
108,서울,2025-08-27 14:00,29.8,,,,1.6,,58,
108,서울,2025-08-27 15:00,29.9,,,,1.5,,56,
108,서울,2025-08-27 16:00,30.6,,,,.9,,51,
108,서울,2025-08-27 17:00,30,,,,3.2,,61,
108,서울,2025-08-27 18:00,28.6,,,,2.9,,62,
108,서울,2025-08-27 19:00,27.8,,,,1.9,,65,
108,서울,2025-08-27 20:00,27.4,,,,2.2,,68,
108,서울,2025-08-27 21:00,26.9,,,,.5,,69,
108,서울,2025-08-27 22:00,26.4,,,,1.2,,73,
108,서울,2025-08-27 23:00,26.1,,,,.9,,76,
108,서울,2025-08-28 00:00,26,,,,1,,76,
108,서울,2025-08-28 01:00,25.7,,,,1.4,,76,
108,서울,2025-08-28 02:00,25.5,,,,2.1,,78,
108,서울,2025-08-28 03:00,25.1,,,,2.1,,77,
108,서울,2025-08-28 04:00,24.9,,,,1.7,,77,
108,서울,2025-08-28 05:00,24.9,,,,1.3,,78,
108,서울,2025-08-28 06:00,24.8,,,,1.6,,79,
108,서울,2025-08-28 07:00,24.9,,,,.9,,80,
108,서울,2025-08-28 08:00,25.9,,,,1.7,,78,
108,서울,2025-08-28 09:00,27.5,,,,1.7,,76,
108,서울,2025-08-28 10:00,28.8,,,,1.9,,70,
108,서울,2025-08-28 11:00,29.8,,,,3.4,,66,
108,서울,2025-08-28 12:00,30.4,,,,3.7,,63,
108,서울,2025-08-28 13:00,30.1,,,,3.8,,62,
108,서울,2025-08-28 14:00,30.8,,,,3.9,,58,
108,서울,2025-08-28 15:00,30.9,,,,2.4,,64,
108,서울,2025-08-28 16:00,30.6,,,,3.1,,66,
108,서울,2025-08-28 17:00,30.6,,,,3.2,,67,
108,서울,2025-08-28 18:00,30.7,,,,2.6,,67,
108,서울,2025-08-28 19:00,29.7,,,,3.8,,69,
108,서울,2025-08-28 20:00,29.2,,,,3.7,,72,
108,서울,2025-08-28 21:00,28.7,,,,4,,75,
108,서울,2025-08-28 22:00,28.4,,,,3,,79,
108,서울,2025-08-28 23:00,28.2,,,,3.2,,80,
108,서울,2025-08-29 00:00,28.1,,,,3.2,,82,
108,서울,2025-08-29 01:00,28,,,,2.9,,82,
108,서울,2025-08-29 02:00,27.9,,,,3.6,,83,
108,서울,2025-08-29 03:00,27.9,,,,3,,84,
108,서울,2025-08-29 04:00,27.7,,,,2.8,,86,
108,서울,2025-08-29 05:00,27.7,,0,,2.5,,84,
108,서울,2025-08-29 06:00,27.3,,.3,,2.1,,88,
108,서울,2025-08-29 07:00,27.5,,0,,3.6,,88,
108,서울,2025-08-29 08:00,27.8,,0,,4.3,,87,
108,서울,2025-08-29 09:00,28.6,,,9,3.2,,83,
108,서울,2025-08-29 10:00,29.9,,,9,4.4,,77,
108,서울,2025-08-29 11:00,31.1,,,9,4,,73,
108,서울,2025-08-29 12:00,31.8,,,9,4.4,,67,
108,서울,2025-08-29 13:00,32.4,,,9,5.1,,63,
108,서울,2025-08-29 14:00,32.7,,,9,5.1,,63,
108,서울,2025-08-29 15:00,32.6,,,9,3.9,,65,
108,서울,2025-08-29 16:00,31.1,,,9,5.3,,69,
108,서울,2025-08-29 17:00,27.9,,12,,2.7,,86,
108,서울,2025-08-29 18:00,28.6,,,9,3.4,,85,
108,서울,2025-08-29 19:00,28.5,,,9,3.5,,85,
108,서울,2025-08-29 20:00,28.6,,0,,2.6,,85,
108,서울,2025-08-29 21:00,28,,1.9,,3.2,,90,
108,서울,2025-08-29 22:00,27.7,,10.6,,2.4,,91,
108,서울,2025-08-29 23:00,27.6,,1.7,,2.4,,92,
108,서울,2025-08-30 00:00,27.4,,5.7,,1.3,,94,
108,서울,2025-08-30 01:00,27.3,,1.2,,2.2,,93,
108,서울,2025-08-30 02:00,27,,6.5,,1.5,,93,
108,서울,2025-08-30 03:00,27.2,,4.6,,1.8,,95,
108,서울,2025-08-30 04:00,27,,.9,,1.8,,96,
108,서울,2025-08-30 05:00,26.9,,.2,,1.4,,94,
108,서울,2025-08-30 06:00,26.2,,10.5,,1.5,,94,
108,서울,2025-08-30 07:00,26.5,,0,,.3,,94,
108,서울,2025-08-30 08:00,26.1,,0,,2.1,,92,
108,서울,2025-08-30 09:00,25.9,,0,,1.1,,92,
108,서울,2025-08-30 10:00,27.2,,0,,.9,,91,
108,서울,2025-08-30 11:00,28.3,,,9,1.7,,85,
108,서울,2025-08-30 12:00,30,,,9,3.6,,79,
108,서울,2025-08-30 13:00,31,,,9,3.8,,67,
108,서울,2025-08-30 14:00,31.1,,,9,3.6,,63,
108,서울,2025-08-30 15:00,31,,,9,4.1,,68,
108,서울,2025-08-30 16:00,31.6,,,9,2.8,,67,
108,서울,2025-08-30 17:00,31.7,,,9,2.7,,66,
108,서울,2025-08-30 18:00,31.3,,,9,2.5,,63,
108,서울,2025-08-30 19:00,30.1,,,9,1.1,,67,
108,서울,2025-08-30 20:00,29,,,9,1.5,,73,
108,서울,2025-08-30 21:00,28.4,,,9,1.8,,75,
108,서울,2025-08-30 22:00,27.8,,,9,.3,,77,
108,서울,2025-08-30 23:00,27.4,,,9,1.1,,80,
108,서울,2025-08-31 00:00,27,,,9,.5,,83,
108,서울,2025-08-31 01:00,26.6,,,,.5,,82,
108,서울,2025-08-31 02:00,26.2,,,,1.6,,84,
108,서울,2025-08-31 03:00,25.9,,,,1,,86,
108,서울,2025-08-31 04:00,25.5,,,,1.4,,87,
108,서울,2025-08-31 05:00,25.3,,,,2,,88,
108,서울,2025-08-31 06:00,25.1,,,,2.1,,89,
108,서울,2025-08-31 07:00,25.3,,,,1.4,,89,
108,서울,2025-08-31 08:00,26.5,,,,1.6,,86,
108,서울,2025-08-31 09:00,27.7,,,,2.1,,82,
108,서울,2025-08-31 10:00,29.6,,,,1.8,,75,
108,서울,2025-08-31 11:00,30.3,,,,3.3,,68,
108,서울,2025-08-31 12:00,30.7,,,,2.7,,68,
108,서울,2025-08-31 13:00,30.5,,,,2.7,,70,
108,서울,2025-08-31 14:00,30.9,,,,1.3,,71,
108,서울,2025-08-31 15:00,31.5,,,,3.5,,61,
108,서울,2025-08-31 16:00,31.1,,,,2,,65,
